ID;Workclass;education;marital-status;occupation;relationship;race;sex
24797;?;Some-college;Never-married;?;Other-relative;Black;Female
24798;Private;7th-8th;Married-civ-spouse;Farming-fishing;Husband;White;Male
24799;Private;HS-grad;Never-married;Other-service;Not-in-family;White;Male
24800;Local-gov;Assoc-acdm;Married-civ-spouse;Adm-clerical;Wife;White;Female
24801;Self-emp-not-inc;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male
24802;Self-emp-not-inc;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
24803;Private;10th;Never-married;Handlers-cleaners;Own-child;White;Male
24804;Private;HS-grad;Never-married;Adm-clerical;Own-child;White;Female
24805;Self-emp-inc;Bachelors;Never-married;Prof-specialty;Own-child;White;Male
24806;Self-emp-inc;Bachelors;Never-married;Adm-clerical;Not-in-family;White;Female
24807;Self-emp-not-inc;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male
24808;Private;HS-grad;Divorced;Craft-repair;Not-in-family;White;Male
24809;Private;9th;Married-civ-spouse;Transport-moving;Other-relative;White;Male
24810;?;Some-college;Never-married;?;Unmarried;White;Female
24811;Private;Bachelors;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
24812;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
24813;Private;Some-college;Never-married;Tech-support;Own-child;Black;Female
24814;?;Bachelors;Married-civ-spouse;?;Husband;White;Male
24815;Private;HS-grad;Married-civ-spouse;Other-service;Husband;White;Male
24816;Private;Some-college;Married-civ-spouse;Adm-clerical;Other-relative;White;Female
24817;Private;HS-grad;Never-married;Sales;Own-child;White;Male
24818;Local-gov;Some-college;Married-civ-spouse;Other-service;Husband;White;Male
24819;Local-gov;Assoc-voc;Divorced;Tech-support;Unmarried;Asian-Pac-Islander;Male
24820;Private;Some-college;Never-married;Other-service;Own-child;White;Female
24821;Private;Some-college;Never-married;Tech-support;Not-in-family;White;Female
24822;?;Some-college;Never-married;?;Own-child;White;Female
24823;Private;Assoc-voc;Never-married;Prof-specialty;Unmarried;White;Female
24824;Local-gov;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male
24825;Private;11th;Never-married;Other-service;Own-child;White;Female
24826;Private;Some-college;Never-married;Tech-support;Other-relative;White;Female
24827;State-gov;Doctorate;Divorced;Prof-specialty;Not-in-family;White;Female
24828;Local-gov;Some-college;Never-married;Protective-serv;Not-in-family;White;Male
24829;?;Bachelors;Married-civ-spouse;?;Husband;White;Male
24830;Private;Some-college;Never-married;Other-service;Own-child;White;Male
24831;Local-gov;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male
24832;Private;Assoc-acdm;Never-married;Machine-op-inspct;Own-child;White;Male
24833;Private;Bachelors;Never-married;Exec-managerial;Not-in-family;White;Male
24834;Private;Some-college;Never-married;Protective-serv;Not-in-family;White;Male
24835;Private;Assoc-acdm;Married-civ-spouse;Prof-specialty;Husband;White;Male
24836;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male
24837;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
24838;Private;HS-grad;Never-married;Adm-clerical;Not-in-family;White;Male
24839;Private;HS-grad;Divorced;Handlers-cleaners;Not-in-family;White;Male
24840;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male
24841;Self-emp-inc;Some-college;Married-civ-spouse;Sales;Husband;White;Male
24842;Private;HS-grad;Never-married;Farming-fishing;Own-child;White;Female
24843;Private;7th-8th;Widowed;Other-service;Not-in-family;White;Female
24844;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
24845;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
24846;Private;HS-grad;Never-married;Adm-clerical;Not-in-family;White;Female
24847;Private;HS-grad;Divorced;Other-service;Unmarried;White;Female
24848;Self-emp-not-inc;Prof-school;Married-civ-spouse;Prof-specialty;Husband;White;Male
24849;Self-emp-not-inc;Bachelors;Divorced;Exec-managerial;Not-in-family;White;Male
24850;Federal-gov;Some-college;Never-married;Adm-clerical;Own-child;White;Male
24851;Private;Prof-school;Married-civ-spouse;Exec-managerial;Husband;White;Male
24852;Private;Some-college;Never-married;Handlers-cleaners;Not-in-family;White;Male
24853;Local-gov;HS-grad;Never-married;Other-service;Unmarried;Black;Female
24854;Private;11th;Never-married;Other-service;Own-child;White;Male
24855;Private;Bachelors;Never-married;Exec-managerial;Not-in-family;White;Female
24856;Private;HS-grad;Never-married;Handlers-cleaners;Not-in-family;White;Male
24857;Private;HS-grad;Never-married;Priv-house-serv;Unmarried;Black;Female
24858;Private;Some-college;Never-married;Exec-managerial;Not-in-family;Black;Female
24859;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male
24860;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male
24861;Private;9th;Never-married;Machine-op-inspct;Other-relative;White;Male
24862;Private;10th;Never-married;Other-service;Own-child;White;Male
24863;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
24864;Private;12th;Married-spouse-absent;Prof-specialty;Not-in-family;White;Male
24865;Private;Some-college;Widowed;Adm-clerical;Unmarried;White;Female
24866;State-gov;Some-college;Never-married;Craft-repair;Own-child;White;Male
24867;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male
24868;Private;Assoc-acdm;Divorced;Other-service;Not-in-family;White;Male
24869;Private;Prof-school;Divorced;Farming-fishing;Unmarried;White;Male
24870;Self-emp-not-inc;HS-grad;Never-married;Farming-fishing;Not-in-family;White;Male
24871;Private;HS-grad;Never-married;Exec-managerial;Not-in-family;White;Female
24872;Local-gov;Bachelors;Never-married;Transport-moving;Not-in-family;White;Female
24873;Private;Some-college;Never-married;Sales;Not-in-family;Other;Male
24874;Private;HS-grad;Never-married;Handlers-cleaners;Own-child;White;Male
24875;Self-emp-not-inc;Bachelors;Married-civ-spouse;Sales;Husband;White;Male
24876;?;HS-grad;Divorced;?;Not-in-family;White;Female
24877;?;Assoc-acdm;Widowed;?;Not-in-family;White;Female
24878;State-gov;Assoc-voc;Married-spouse-absent;Protective-serv;Own-child;White;Female
24879;Private;12th;Never-married;Other-service;Own-child;White;Male
24880;State-gov;Bachelors;Married-civ-spouse;Protective-serv;Husband;White;Male
24881;Private;HS-grad;Married-civ-spouse;Sales;Wife;White;Female
24882;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male
24883;Private;Some-college;Divorced;Exec-managerial;Unmarried;White;Female
24884;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
24885;Local-gov;Assoc-acdm;Divorced;Prof-specialty;Not-in-family;White;Female
24886;Private;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Female
24887;Self-emp-not-inc;Bachelors;Divorced;Exec-managerial;Unmarried;White;Male
24888;Self-emp-inc;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male
24889;Private;Assoc-acdm;Divorced;Exec-managerial;Unmarried;White;Female
24890;Private;Bachelors;Never-married;Prof-specialty;Own-child;White;Female
24891;Private;10th;Separated;Craft-repair;Unmarried;Black;Female
24892;State-gov;Doctorate;Married-civ-spouse;Prof-specialty;Husband;Asian-Pac-Islander;Male
24893;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male
24894;Private;9th;Never-married;Machine-op-inspct;Not-in-family;White;Male
24895;?;Masters;Married-civ-spouse;?;Husband;White;Male
24896;Local-gov;Bachelors;Married-civ-spouse;Protective-serv;Husband;White;Male
24897;Private;Some-college;Never-married;Adm-clerical;Unmarried;Black;Female
24898;Self-emp-not-inc;HS-grad;Married-civ-spouse;Exec-managerial;Husband;White;Male
24899;Private;9th;Married-civ-spouse;Transport-moving;Husband;White;Male
24900;Private;HS-grad;Never-married;Craft-repair;Unmarried;White;Female
24901;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male
24902;Private;12th;Never-married;Other-service;Own-child;White;Male
24903;?;HS-grad;Married-civ-spouse;?;Husband;White;Male
24904;Private;9th;Widowed;Exec-managerial;Not-in-family;Black;Male
24905;Private;HS-grad;Never-married;Sales;Not-in-family;White;Female
24906;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male
24907;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male
24908;Private;Bachelors;Married-civ-spouse;Prof-specialty;Wife;White;Female
24909;Local-gov;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male
24910;Private;HS-grad;Never-married;Machine-op-inspct;Unmarried;Black;Female
24911;Local-gov;Some-college;Married-spouse-absent;Adm-clerical;Unmarried;Black;Female
24912;Private;HS-grad;Widowed;Prof-specialty;Not-in-family;White;Female
24913;Private;HS-grad;Separated;Adm-clerical;Unmarried;White;Male
24914;?;Some-college;Never-married;?;Own-child;White;Male
24915;Private;Some-college;Divorced;Other-service;Unmarried;Black;Female
24916;Private;Assoc-acdm;Married-civ-spouse;Craft-repair;Husband;White;Male
24917;Private;Assoc-voc;Married-civ-spouse;Exec-managerial;Husband;White;Male
24918;Private;Some-college;Separated;Other-service;Unmarried;Black;Female
24919;Federal-gov;HS-grad;Never-married;Machine-op-inspct;Unmarried;White;Female
24920;Private;Some-college;Married-civ-spouse;Sales;Wife;White;Female
24921;Private;12th;Never-married;Sales;Own-child;White;Female
24922;Private;HS-grad;Divorced;Other-service;Unmarried;White;Female
24923;Local-gov;9th;Married-civ-spouse;Exec-managerial;Husband;White;Male
24924;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male
24925;Private;HS-grad;Widowed;Other-service;Not-in-family;White;Female
24926;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male
24927;State-gov;HS-grad;Married-civ-spouse;Other-service;Husband;White;Male
24928;Private;HS-grad;Divorced;Other-service;Unmarried;White;Female
24929;Federal-gov;Assoc-acdm;Never-married;Exec-managerial;Not-in-family;White;Male
24930;Private;Some-college;Married-civ-spouse;Adm-clerical;Husband;Black;Male
24931;Private;Some-college;Married-civ-spouse;Other-service;Husband;White;Male
24932;Private;Some-college;Married-civ-spouse;Machine-op-inspct;Husband;Black;Male
24933;Private;HS-grad;Never-married;Machine-op-inspct;Not-in-family;White;Female
24934;Self-emp-inc;11th;Married-civ-spouse;Exec-managerial;Husband;White;Male
24935;Private;Some-college;Never-married;Sales;Own-child;White;Female
24936;Private;HS-grad;Never-married;Farming-fishing;Own-child;White;Male
24937;Private;Bachelors;Married-civ-spouse;Adm-clerical;Husband;White;Male
24938;Private;Bachelors;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
24939;Private;Some-college;Divorced;Prof-specialty;Unmarried;White;Female
24940;Federal-gov;HS-grad;Divorced;Adm-clerical;Not-in-family;White;Male
24941;Self-emp-not-inc;Bachelors;Married-civ-spouse;Exec-managerial;Husband;Asian-Pac-Islander;Male
24942;Federal-gov;HS-grad;Married-spouse-absent;Adm-clerical;Unmarried;White;Female
24943;Private;Bachelors;Never-married;Adm-clerical;Own-child;White;Female
24944;Private;Bachelors;Married-civ-spouse;Sales;Husband;White;Male
24945;Private;HS-grad;Never-married;Craft-repair;Not-in-family;White;Male
24946;Private;10th;Married-civ-spouse;Transport-moving;Husband;Black;Male
24947;Private;HS-grad;Never-married;Adm-clerical;Not-in-family;White;Female
24948;Private;Some-college;Divorced;Adm-clerical;Not-in-family;White;Male
24949;Private;HS-grad;Separated;Sales;Not-in-family;White;Female
24950;?;HS-grad;Never-married;?;Unmarried;White;Female
24951;Private;Bachelors;Never-married;Sales;Not-in-family;White;Female
24952;Private;9th;Never-married;Farming-fishing;Other-relative;White;Male
24953;Private;7th-8th;Separated;Machine-op-inspct;Own-child;White;Male
24954;Self-emp-not-inc;Some-college;Never-married;Sales;Own-child;White;Male
24955;Private;11th;Never-married;Adm-clerical;Own-child;White;Male
24956;Private;Bachelors;Never-married;Adm-clerical;Own-child;White;Male
24957;Private;Assoc-voc;Married-civ-spouse;Adm-clerical;Husband;White;Male
24958;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male
24959;Local-gov;Some-college;Married-civ-spouse;Protective-serv;Husband;Black;Male
24960;Private;HS-grad;Married-civ-spouse;Adm-clerical;Wife;White;Female
24961;Private;HS-grad;Never-married;Machine-op-inspct;Not-in-family;Black;Male
24962;Private;Masters;Divorced;Exec-managerial;Unmarried;White;Male
24963;Private;Some-college;Never-married;Adm-clerical;Own-child;Black;Female
24964;Private;Some-college;Never-married;Other-service;Own-child;White;Male
24965;Private;HS-grad;Divorced;Other-service;Unmarried;White;Female
24966;Private;Assoc-acdm;Never-married;Craft-repair;Not-in-family;White;Male
24967;Private;9th;Widowed;Sales;Unmarried;Black;Female
24968;Private;Some-college;Separated;Sales;Own-child;Amer-Indian-Eskimo;Male
24969;Private;Some-college;Married-civ-spouse;Protective-serv;Husband;White;Male
24970;Private;HS-grad;Never-married;Exec-managerial;Not-in-family;White;Male
24971;Private;1st-4th;Married-civ-spouse;Transport-moving;Husband;White;Male
24972;Private;HS-grad;Divorced;Craft-repair;Unmarried;White;Male
24973;Self-emp-inc;HS-grad;Married-civ-spouse;Sales;Husband;White;Male
24974;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
24975;Private;HS-grad;Widowed;Prof-specialty;Unmarried;Black;Female
24976;Private;9th;Married-civ-spouse;Sales;Husband;Black;Male
24977;Private;11th;Married-civ-spouse;Tech-support;Husband;White;Male
24978;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
24979;Private;Bachelors;Never-married;Exec-managerial;Not-in-family;White;Male
24980;Private;Some-college;Divorced;Sales;Not-in-family;White;Female
24981;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;Asian-Pac-Islander;Male
24982;Self-emp-inc;Bachelors;Married-civ-spouse;Sales;Other-relative;Asian-Pac-Islander;Male
24983;Private;Some-college;Never-married;Sales;Other-relative;White;Male
24984;Local-gov;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male
24985;Private;Some-college;Married-civ-spouse;Adm-clerical;Wife;White;Female
24986;Private;10th;Married-civ-spouse;Craft-repair;Husband;White;Male
24987;Private;Bachelors;Never-married;Sales;Not-in-family;White;Female
24988;State-gov;Some-college;Divorced;Craft-repair;Not-in-family;White;Female
24989;Private;Assoc-acdm;Married-civ-spouse;Tech-support;Husband;Asian-Pac-Islander;Male
24990;Private;Assoc-acdm;Married-civ-spouse;Exec-managerial;Husband;White;Male
24991;Private;Some-college;Divorced;Transport-moving;Not-in-family;White;Male
24992;Private;Some-college;Divorced;Adm-clerical;Not-in-family;White;Female
24993;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
24994;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male
24995;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
24996;Private;10th;Married-civ-spouse;Transport-moving;Husband;White;Male
24997;Private;HS-grad;Never-married;Farming-fishing;Own-child;White;Male
24998;Private;HS-grad;Divorced;Craft-repair;Own-child;White;Female
24999;?;Some-college;Never-married;?;Unmarried;White;Male
25000;Private;Bachelors;Married-civ-spouse;Prof-specialty;Wife;White;Female
25001;Private;11th;Divorced;Sales;Unmarried;White;Female
25002;Private;Some-college;Never-married;Prof-specialty;Own-child;White;Male
25003;Private;10th;Married-spouse-absent;Other-service;Not-in-family;Asian-Pac-Islander;Male
25004;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male
25005;Private;HS-grad;Never-married;Handlers-cleaners;Not-in-family;White;Male
25006;Private;HS-grad;Never-married;Handlers-cleaners;Own-child;White;Male
25007;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
25008;Private;9th;Married-civ-spouse;Transport-moving;Husband;White;Male
25009;Private;Assoc-voc;Divorced;Machine-op-inspct;Unmarried;White;Male
25010;?;Bachelors;Never-married;?;Own-child;White;Male
25011;Private;Some-college;Never-married;Machine-op-inspct;Other-relative;Asian-Pac-Islander;Male
25012;Private;HS-grad;Married-civ-spouse;Handlers-cleaners;Husband;White;Male
25013;Private;Masters;Married-civ-spouse;Exec-managerial;Husband;White;Male
25014;Private;9th;Married-civ-spouse;Handlers-cleaners;Husband;White;Male
25015;Private;Some-college;Married-civ-spouse;Exec-managerial;Wife;White;Female
25016;Private;Some-college;Divorced;Other-service;Unmarried;Black;Female
25017;Private;Some-college;Divorced;Sales;Unmarried;Amer-Indian-Eskimo;Female
25018;Private;Some-college;Divorced;Adm-clerical;Not-in-family;White;Female
25019;Private;Bachelors;Married-civ-spouse;Craft-repair;Husband;White;Male
25020;Private;HS-grad;Married-civ-spouse;Prof-specialty;Husband;White;Male
25021;Private;HS-grad;Married-civ-spouse;Handlers-cleaners;Wife;White;Female
25022;Private;11th;Never-married;Craft-repair;Own-child;White;Male
25023;Private;Bachelors;Never-married;Sales;Not-in-family;White;Male
25024;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male
25025;Private;11th;Never-married;Other-service;Not-in-family;White;Male
25026;Private;7th-8th;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
25027;Private;Masters;Married-civ-spouse;Tech-support;Husband;White;Male
25028;Private;Assoc-acdm;Married-civ-spouse;Sales;Husband;White;Male
25029;Private;9th;Married-civ-spouse;Craft-repair;Husband;Other;Male
25030;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male
25031;Private;Some-college;Married-civ-spouse;Sales;Husband;Amer-Indian-Eskimo;Male
25032;Private;9th;Never-married;Exec-managerial;Other-relative;White;Female
25033;Private;Some-college;Never-married;Farming-fishing;Other-relative;Black;Male
25034;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male
25035;?;Some-college;Divorced;?;Unmarried;White;Female
25036;Self-emp-not-inc;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male
25037;Private;HS-grad;Widowed;Other-service;Unmarried;White;Female
25038;Private;Prof-school;Married-civ-spouse;Prof-specialty;Husband;White;Male
25039;Private;Bachelors;Married-civ-spouse;Craft-repair;Husband;White;Male
25040;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male
25041;Private;12th;Never-married;Sales;Own-child;White;Female
25042;Local-gov;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male
25043;Private;Bachelors;Never-married;Exec-managerial;Not-in-family;White;Male
25044;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
25045;?;Some-college;Never-married;?;Own-child;White;Male
25046;Private;Some-college;Separated;Other-service;Unmarried;White;Female
25047;Private;HS-grad;Never-married;Handlers-cleaners;Not-in-family;White;Male
25048;Private;HS-grad;Divorced;Prof-specialty;Unmarried;Amer-Indian-Eskimo;Female
25049;Private;Assoc-acdm;Married-civ-spouse;Adm-clerical;Wife;Black;Female
25050;Private;Assoc-acdm;Married-civ-spouse;Prof-specialty;Husband;White;Male
25051;Private;HS-grad;Never-married;Sales;Own-child;White;Male
25052;Private;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Male
25053;Private;HS-grad;Married-spouse-absent;Sales;Not-in-family;White;Male
25054;?;HS-grad;Married-civ-spouse;?;Husband;Black;Male
25055;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male
25056;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male
25057;?;HS-grad;Never-married;?;Own-child;White;Female
25058;Local-gov;Assoc-voc;Never-married;Protective-serv;Not-in-family;White;Male
25059;Private;Bachelors;Never-married;Prof-specialty;Own-child;White;Female
25060;Private;Some-college;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
25061;?;Some-college;Married-civ-spouse;?;Wife;White;Female
25062;Self-emp-inc;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male
25063;Private;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male
25064;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
25065;Local-gov;Some-college;Married-civ-spouse;Transport-moving;Husband;White;Male
25066;Private;Assoc-voc;Married-civ-spouse;Prof-specialty;Husband;White;Male
25067;Private;HS-grad;Divorced;Craft-repair;Not-in-family;White;Male
25068;?;HS-grad;Never-married;?;Own-child;White;Male
25069;Federal-gov;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male
25070;Private;Assoc-acdm;Married-civ-spouse;Sales;Husband;White;Male
25071;Private;HS-grad;Separated;Craft-repair;Unmarried;Amer-Indian-Eskimo;Female
25072;Private;HS-grad;Widowed;Adm-clerical;Unmarried;White;Female
25073;Federal-gov;HS-grad;Married-civ-spouse;Tech-support;Husband;White;Male
25074;Private;HS-grad;Divorced;Prof-specialty;Unmarried;White;Female
25075;Private;9th;Married-civ-spouse;Handlers-cleaners;Husband;White;Male
25076;Private;Some-college;Separated;Tech-support;Unmarried;White;Female
25077;?;Some-college;Never-married;?;Own-child;White;Male
25078;Private;HS-grad;Never-married;Adm-clerical;Not-in-family;White;Male
25079;Private;10th;Divorced;Other-service;Not-in-family;White;Female
25080;Private;Bachelors;Married-civ-spouse;Adm-clerical;Husband;White;Male
25081;Private;Assoc-voc;Divorced;Sales;Not-in-family;White;Male
25082;Self-emp-not-inc;HS-grad;Divorced;Craft-repair;Not-in-family;White;Male
25083;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male
25084;Private;Some-college;Never-married;Sales;Not-in-family;White;Male
25085;Self-emp-not-inc;10th;Married-civ-spouse;Craft-repair;Husband;White;Male
25086;Self-emp-not-inc;HS-grad;Married-civ-spouse;Exec-managerial;Husband;White;Male
25087;Private;HS-grad;Divorced;Craft-repair;Not-in-family;White;Female
25088;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male
25089;Federal-gov;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male
25090;Private;Assoc-acdm;Married-civ-spouse;Protective-serv;Husband;Black;Male
25091;Private;HS-grad;Never-married;Exec-managerial;Own-child;White;Male
25092;Local-gov;Masters;Divorced;Exec-managerial;Not-in-family;White;Female
25093;State-gov;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Female
25094;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male
25095;Private;Some-college;Never-married;Handlers-cleaners;Not-in-family;Black;Male
25096;Private;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Female
25097;Private;HS-grad;Never-married;Other-service;Own-child;Black;Female
25098;Local-gov;Bachelors;Divorced;Exec-managerial;Not-in-family;White;Male
25099;Local-gov;Masters;Divorced;Prof-specialty;Not-in-family;White;Female
25100;?;HS-grad;Never-married;?;Not-in-family;White;Female
25101;Private;Preschool;Separated;Other-service;Unmarried;White;Female
25102;Self-emp-inc;Some-college;Divorced;Sales;Unmarried;Asian-Pac-Islander;Male
25103;Private;12th;Married-civ-spouse;Transport-moving;Husband;White;Male
25104;Local-gov;Assoc-acdm;Never-married;Transport-moving;Not-in-family;White;Male
25105;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male
25106;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;Asian-Pac-Islander;Male
25107;Local-gov;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
25108;State-gov;HS-grad;Married-civ-spouse;Prof-specialty;Husband;White;Male
25109;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male
25110;Private;HS-grad;Divorced;Exec-managerial;Unmarried;White;Female
25111;Private;HS-grad;Married-civ-spouse;Prof-specialty;Husband;White;Male
25112;Private;10th;Separated;Other-service;Own-child;Black;Female
25113;Self-emp-inc;7th-8th;Married-civ-spouse;Craft-repair;Husband;White;Male
25114;Private;Preschool;Never-married;Other-service;Own-child;White;Female
25115;Private;11th;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
25116;Local-gov;HS-grad;Never-married;Prof-specialty;Own-child;Black;Female
25117;Private;Some-college;Separated;Handlers-cleaners;Not-in-family;Black;Male
25118;Private;HS-grad;Never-married;Machine-op-inspct;Not-in-family;White;Male
25119;State-gov;Bachelors;Married-civ-spouse;Adm-clerical;Husband;Asian-Pac-Islander;Male
25120;Self-emp-inc;Assoc-voc;Married-civ-spouse;Sales;Husband;White;Male
25121;Private;Bachelors;Married-civ-spouse;Sales;Husband;White;Male
25122;Private;Masters;Never-married;Exec-managerial;Not-in-family;White;Female
25123;?;HS-grad;Married-civ-spouse;?;Husband;White;Male
25124;Private;Some-college;Never-married;Sales;Own-child;White;Female
25125;State-gov;Some-college;Married-civ-spouse;Adm-clerical;Wife;Black;Female
25126;State-gov;HS-grad;Widowed;Adm-clerical;Unmarried;Amer-Indian-Eskimo;Female
25127;Private;HS-grad;Married-civ-spouse;Adm-clerical;Husband;White;Male
25128;Private;HS-grad;Never-married;Handlers-cleaners;Own-child;White;Male
25129;Private;Some-college;Never-married;Adm-clerical;Unmarried;White;Female
25130;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
25131;Private;HS-grad;Married-AF-spouse;Transport-moving;Husband;White;Male
25132;Self-emp-not-inc;9th;Divorced;Other-service;Not-in-family;White;Female
25133;Local-gov;Bachelors;Divorced;Prof-specialty;Unmarried;White;Female
25134;Private;Some-college;Never-married;Exec-managerial;Not-in-family;Black;Female
25135;?;Some-college;Never-married;?;Own-child;White;Male
25136;Private;Doctorate;Married-civ-spouse;Prof-specialty;Wife;White;Female
25137;Private;Some-college;Divorced;Handlers-cleaners;Not-in-family;White;Male
25138;Private;Bachelors;Divorced;Sales;Not-in-family;Black;Male
25139;Private;Some-college;Never-married;Sales;Own-child;White;Female
25140;Private;Assoc-voc;Married-civ-spouse;Tech-support;Husband;White;Male
25141;State-gov;HS-grad;Never-married;Protective-serv;Other-relative;Asian-Pac-Islander;Male
25142;Private;Assoc-voc;Married-civ-spouse;Craft-repair;Husband;White;Male
25143;Private;HS-grad;Married-civ-spouse;Other-service;Husband;White;Male
25144;Local-gov;HS-grad;Married-civ-spouse;Protective-serv;Husband;White;Male
25145;Private;9th;Divorced;Handlers-cleaners;Not-in-family;White;Male
25146;Private;7th-8th;Married-civ-spouse;Other-service;Husband;White;Male
25147;Private;HS-grad;Married-civ-spouse;Farming-fishing;Husband;White;Male
25148;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male
25149;Private;HS-grad;Married-civ-spouse;Prof-specialty;Husband;White;Male
25150;Private;7th-8th;Never-married;Farming-fishing;Not-in-family;White;Male
25151;Private;Masters;Never-married;Exec-managerial;Not-in-family;White;Male
25152;Self-emp-not-inc;Some-college;Married-civ-spouse;Prof-specialty;Wife;White;Female
25153;Local-gov;Prof-school;Married-civ-spouse;Prof-specialty;Husband;White;Male
25154;Private;12th;Never-married;Prof-specialty;Not-in-family;Asian-Pac-Islander;Female
25155;Private;Assoc-voc;Married-civ-spouse;Craft-repair;Husband;White;Male
25156;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male
25157;Self-emp-not-inc;Bachelors;Married-civ-spouse;Adm-clerical;Husband;White;Male
25158;Private;Some-college;Never-married;Adm-clerical;Own-child;White;Female
25159;Private;HS-grad;Divorced;Craft-repair;Unmarried;Black;Male
25160;Private;7th-8th;Separated;Transport-moving;Not-in-family;White;Male
25161;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male
25162;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male
25163;Private;11th;Never-married;Other-service;Own-child;White;Male
25164;?;Masters;Married-civ-spouse;?;Husband;White;Male
25165;Private;Some-college;Never-married;Sales;Own-child;White;Male
25166;Private;Assoc-acdm;Never-married;Tech-support;Not-in-family;White;Male
25167;Private;Bachelors;Married-civ-spouse;Sales;Husband;White;Male
25168;Private;Some-college;Never-married;Sales;Own-child;White;Female
25169;Private;Some-college;Married-civ-spouse;Sales;Wife;Amer-Indian-Eskimo;Female
25170;Private;Some-college;Never-married;Other-service;Own-child;White;Male
